,model,importances,parameters,set,type,outcome,train_start,train_end,test_start,test_end,precision_at_100,precision_at_5,precision_at_20,precision_at_50,precision_at_80,recall_at_100,recall_at_5,recall_at_20,recall_at_50,recall_at_80,f1_at_5,accuracy_at_50
427,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.018223234624145785,0.007292616226071103,0.004555808656036446,1.0,0.75,1.0,1.0,1.0,0.10256410256410257,0.503872437357631
428,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.41237113402061853,0.2519280205655527,0.1510791366906475,0.10597302504816955,1.0,0.23952095808383234,0.5868263473053892,0.8802395209580839,0.9880239520958084,0.30303030303030304,0.5654853620955316
429,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
430,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.5979381443298969,0.29562982005141386,0.15621788283658788,0.10661528580603725,1.0,0.3473053892215569,0.688622754491018,0.9101796407185628,0.9940119760479041,0.4393939393939394,0.5706214689265536
431,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
432,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.48623853211009177,0.2824601366742597,0.1659070191431176,0.11902050113895217,1.0,0.25,0.5849056603773585,0.8584905660377359,0.9858490566037735,0.3302180685358256,0.5694760820045558
433,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.75,0.875,1.0,1.0,0.10256410256410257,0.503872437357631
434,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.5504587155963303,0.30068337129840544,0.16773017319963537,0.11958997722095673,1.0,0.2830188679245283,0.6226415094339622,0.8679245283018868,0.9905660377358491,0.37383177570093457,0.5712984054669704
435,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.06422018348623854,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.875,0.875,1.0,1.0,0.11965811965811966,0.503872437357631
436,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.4639175257731959,0.2493573264781491,0.1510791366906475,0.10661528580603725,1.0,0.2694610778443114,0.5808383233532934,0.8802395209580839,0.9940119760479041,0.3409090909090909,0.5654853620955316
437,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
438,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.6391752577319587,0.30077120822622105,0.15724563206577596,0.10597302504816955,1.0,0.3712574850299401,0.7005988023952096,0.9161676646706587,0.9880239520958084,0.46969696969696967,0.5716486902927581
439,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
440,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.47706422018348627,0.28018223234624146,0.16681859617137648,0.11902050113895217,1.0,0.24528301886792453,0.5801886792452831,0.8632075471698113,0.9858490566037735,0.32398753894081,0.5703872437357631
441,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.018223234624145785,0.007292616226071103,0.004555808656036446,1.0,0.75,1.0,1.0,1.0,0.10256410256410257,0.503872437357631
442,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.5688073394495413,0.30751708428246016,0.16864175022789427,0.11958997722095673,1.0,0.29245283018867924,0.6367924528301887,0.8726415094339622,0.9905660377358491,0.3862928348909658,0.5722095671981777
443,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.75,0.875,1.0,1.0,0.10256410256410257,0.503872437357631
444,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.4536082474226804,0.2544987146529563,0.15416238437821173,0.10661528580603725,1.0,0.2634730538922156,0.592814371257485,0.8982035928143712,0.9940119760479041,0.3333333333333333,0.5685670261941448
445,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
446,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.6597938144329897,0.3033419023136247,0.15724563206577596,0.10661528580603725,1.0,0.38323353293413176,0.7065868263473054,0.9161676646706587,0.9940119760479041,0.4848484848484848,0.5716486902927581
447,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 100, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
448,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.3302752293577982,0.2460136674259681,0.16043755697356427,0.11845102505694761,1.0,0.16981132075471697,0.5094339622641509,0.8301886792452831,0.9811320754716981,0.22429906542056074,0.564009111617312
449,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.01366742596810934,0.007292616226071103,0.004555808656036446,1.0,0.75,0.75,1.0,1.0,0.10256410256410257,0.503872437357631
450,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.5229357798165137,0.26879271070615035,0.1649954421148587,0.11958997722095673,1.0,0.2688679245283019,0.5566037735849056,0.8537735849056604,0.9905660377358491,0.35514018691588783,0.5685649202733485
451,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.75,0.875,1.0,1.0,0.10256410256410257,0.503872437357631
452,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.30927835051546393,0.23136246786632392,0.14285714285714285,0.10276172125883108,1.0,0.17964071856287425,0.5389221556886228,0.8323353293413174,0.9580838323353293,0.2272727272727273,0.5572675911658963
453,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
454,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.5154639175257731,0.2365038560411311,0.14799588900308325,0.10468850353243417,1.0,0.2994011976047904,0.5508982035928144,0.8622754491017964,0.9760479041916168,0.3787878787878788,0.5624036979969184
455,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
456,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.43119266055045874,0.2505694760820046,0.16226071103008205,0.11788154897494305,1.0,0.22169811320754718,0.5188679245283019,0.839622641509434,0.9764150943396226,0.2928348909657321,0.5658314350797267
457,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.01366742596810934,0.007292616226071103,0.004555808656036446,1.0,0.75,0.75,1.0,1.0,0.10256410256410257,0.503872437357631
458,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.5229357798165137,0.27107061503416857,0.16317228805834094,0.11902050113895217,1.0,0.2688679245283019,0.5613207547169812,0.8443396226415094,0.9858490566037735,0.35514018691588783,0.566742596810934
459,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.75,0.875,1.0,1.0,0.10256410256410257,0.503872437357631
460,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.31958762886597936,0.23136246786632392,0.14388489208633093,0.10340398201669879,1.0,0.18562874251497005,0.5389221556886228,0.8383233532934131,0.9640718562874252,0.23484848484848483,0.5582948125321007
461,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
462,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.5360824742268041,0.2519280205655527,0.14799588900308325,0.10468850353243417,1.0,0.31137724550898205,0.5868263473053892,0.8622754491017964,0.9760479041916168,0.3939393939393939,0.5624036979969184
463,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
464,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.42201834862385323,0.2619589977220957,0.16317228805834094,0.11788154897494305,1.0,0.2169811320754717,0.5424528301886793,0.8443396226415094,0.9764150943396226,0.28660436137071654,0.566742596810934
465,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.045871559633027525,0.018223234624145785,0.007292616226071103,0.004555808656036446,1.0,0.625,1.0,1.0,1.0,0.08547008547008549,0.503872437357631
466,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.5229357798165137,0.27790432801822323,0.1640838650865998,0.11845102505694761,1.0,0.2688679245283019,0.5754716981132075,0.8490566037735849,0.9811320754716981,0.35514018691588783,0.5676537585421413
467,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.75,0.875,1.0,1.0,0.10256410256410257,0.503872437357631
468,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.32989690721649484,0.2262210796915167,0.14285714285714285,0.10468850353243417,1.0,0.19161676646706588,0.5269461077844312,0.8323353293413174,0.9760479041916168,0.2424242424242424,0.5572675911658963
469,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
470,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.5051546391752577,0.2647814910025707,0.144912641315519,0.10468850353243417,1.0,0.2934131736526946,0.6167664670658682,0.844311377245509,0.9760479041916168,0.37121212121212116,0.559322033898305
471,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 50, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
472,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.41284403669724773,0.24829157175398633,0.16317228805834094,0.11788154897494305,1.0,0.21226415094339623,0.5141509433962265,0.8443396226415094,0.9764150943396226,0.28037383177570097,0.566742596810934
473,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.045871559633027525,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.625,0.875,1.0,1.0,0.08547008547008549,0.503872437357631
474,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.5137614678899083,0.28018223234624146,0.1649954421148587,0.11845102505694761,1.0,0.2641509433962264,0.5801886792452831,0.8537735849056604,0.9811320754716981,0.3489096573208723,0.5685649202733485
475,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.75,0.875,1.0,1.0,0.10256410256410257,0.503872437357631
476,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.38144329896907214,0.22879177377892032,0.144912641315519,0.10468850353243417,1.0,0.2215568862275449,0.5329341317365269,0.844311377245509,0.9760479041916168,0.28030303030303033,0.559322033898305
477,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
478,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.5567010309278351,0.2647814910025707,0.144912641315519,0.10468850353243417,1.0,0.32335329341317365,0.6167664670658682,0.844311377245509,0.9760479041916168,0.40909090909090906,0.559322033898305
479,RandomForest,[],"{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 500, 'n_estimators': 100, 'n_jobs': -1, 'random_state': 84}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
480,RandomForest,[],"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.6422018348623854,0.32801822323462415,0.16864175022789427,0.11560364464692482,1.0,0.330188679245283,0.6792452830188679,0.8726415094339622,0.9575471698113207,0.43613707165109034,0.5722095671981777
481,RandomForest,[],"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.06422018348623854,0.015945330296127564,0.007292616226071103,0.004555808656036446,1.0,0.875,0.875,1.0,1.0,0.11965811965811966,0.503872437357631
482,RandomForest,[],"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.7614678899082569,0.3462414578587699,0.17684594348222424,0.11788154897494305,1.0,0.3915094339622642,0.7169811320754716,0.9150943396226415,0.9764150943396226,0.5171339563862929,0.5804100227790433
483,RandomForest,[],"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.06422018348623854,0.018223234624145785,0.007292616226071103,0.004555808656036446,1.0,0.875,1.0,1.0,1.0,0.11965811965811966,0.503872437357631
484,RandomForest,[],"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1, 'random_state': 84}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.6701030927835051,0.2930591259640103,0.15313463514902365,0.10468850353243417,1.0,0.38922155688622756,0.6826347305389222,0.8922155688622755,0.9760479041916168,0.4924242424242425,0.5675398048279404
