,model,importances,parameters,set,type,outcome,train_start,train_end,test_start,test_end,precision_at_100,precision_at_5,precision_at_20,precision_at_50,precision_at_80,recall_at_100,recall_at_5,recall_at_20,recall_at_50,recall_at_80,f1_at_5,accuracy_at_50
864,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.11926605504587157,0.20273348519362186,0.15679124886052873,0.11446469248291571,1.0,0.06132075471698113,0.419811320754717,0.8113207547169812,0.9481132075471698,0.0809968847352025,0.5603644646924829
865,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.009174311926605505,0.009111617312072893,0.007292616226071103,0.004555808656036446,1.0,0.125,0.5,1.0,1.0,0.017094017094017096,0.503872437357631
866,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.11926605504587157,0.20273348519362186,0.15679124886052873,0.11446469248291571,1.0,0.06132075471698113,0.419811320754717,0.8113207547169812,0.9481132075471698,0.0809968847352025,0.5603644646924829
867,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.009174311926605505,0.009111617312072893,0.007292616226071103,0.004555808656036446,1.0,0.125,0.5,1.0,1.0,0.017094017094017096,0.503872437357631
868,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.1958762886597938,0.10796915167095116,0.1408016443987667,0.10083493898522801,1.0,0.11377245508982035,0.25149700598802394,0.8203592814371258,0.9401197604790419,0.14393939393939395,0.5552131484334875
869,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
870,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.1958762886597938,0.10796915167095116,0.1408016443987667,0.10083493898522801,1.0,0.11377245508982035,0.25149700598802394,0.8203592814371258,0.9401197604790419,0.14393939393939395,0.5552131484334875
871,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 5}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
872,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.11926605504587157,0.20273348519362186,0.15679124886052873,0.11446469248291571,1.0,0.06132075471698113,0.419811320754717,0.8113207547169812,0.9481132075471698,0.0809968847352025,0.5603644646924829
873,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.009174311926605505,0.009111617312072893,0.007292616226071103,0.004555808656036446,1.0,0.125,0.5,1.0,1.0,0.017094017094017096,0.503872437357631
874,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.11926605504587157,0.20273348519362186,0.15679124886052873,0.11446469248291571,1.0,0.06132075471698113,0.419811320754717,0.8113207547169812,0.9481132075471698,0.0809968847352025,0.5603644646924829
875,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.009174311926605505,0.009111617312072893,0.007292616226071103,0.004555808656036446,1.0,0.125,0.5,1.0,1.0,0.017094017094017096,0.503872437357631
876,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.1958762886597938,0.10796915167095116,0.1408016443987667,0.10083493898522801,1.0,0.11377245508982035,0.25149700598802394,0.8203592814371258,0.9401197604790419,0.14393939393939395,0.5552131484334875
877,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
878,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.1958762886597938,0.10796915167095116,0.1408016443987667,0.10083493898522801,1.0,0.11377245508982035,0.25149700598802394,0.8203592814371258,0.9401197604790419,0.14393939393939395,0.5552131484334875
879,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 50}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
880,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.11926605504587157,0.20273348519362186,0.15679124886052873,0.11446469248291571,1.0,0.06132075471698113,0.419811320754717,0.8113207547169812,0.9481132075471698,0.0809968847352025,0.5603644646924829
881,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.009174311926605505,0.009111617312072893,0.007292616226071103,0.004555808656036446,1.0,0.125,0.5,1.0,1.0,0.017094017094017096,0.503872437357631
882,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.11926605504587157,0.20273348519362186,0.15679124886052873,0.11446469248291571,1.0,0.06132075471698113,0.419811320754717,0.8113207547169812,0.9481132075471698,0.0809968847352025,0.5603644646924829
883,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.009174311926605505,0.009111617312072893,0.007292616226071103,0.004555808656036446,1.0,0.125,0.5,1.0,1.0,0.017094017094017096,0.503872437357631
884,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.1958762886597938,0.10796915167095116,0.1408016443987667,0.10083493898522801,1.0,0.11377245508982035,0.25149700598802394,0.8203592814371258,0.9401197604790419,0.14393939393939395,0.5552131484334875
885,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
886,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.1958762886597938,0.10796915167095116,0.1408016443987667,0.10083493898522801,1.0,0.11377245508982035,0.25149700598802394,0.8203592814371258,0.9401197604790419,0.14393939393939395,0.5552131484334875
887,DecisionTree,[],"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1000, 'min_samples_split': 100}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.002570694087403599,0.0020554984583761563,0.0012845215157353885,1.0,0.5,0.5,1.0,1.0,0.020202020202020204,0.5012840267077555
888,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.22018348623853212,0.23917995444191345,0.15587967183226983,0.11275626423690205,1.0,0.11320754716981132,0.49528301886792453,0.8066037735849056,0.9339622641509434,0.14953271028037385,0.5594533029612756
889,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.006381039197812215,0.004555808656036446,1.0,0.75,0.875,0.875,1.0,0.10256410256410257,0.5029612756264237
890,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.48623853211009177,0.23006833712984054,0.15679124886052873,0.11275626423690205,1.0,0.25,0.47641509433962265,0.8113207547169812,0.9339622641509434,0.3302180685358256,0.5603644646924829
891,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.006381039197812215,0.004555808656036446,1.0,0.75,0.875,0.875,1.0,0.10256410256410257,0.5029612756264237
892,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.24742268041237114,0.17737789203084833,0.1408016443987667,0.10211946050096339,1.0,0.1437125748502994,0.41317365269461076,0.8203592814371258,0.9520958083832335,0.1818181818181818,0.5552131484334875
893,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
894,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.4536082474226804,0.2390745501285347,0.13566289825282632,0.09826589595375723,1.0,0.2634730538922156,0.5568862275449101,0.7904191616766467,0.9161676646706587,0.3333333333333333,0.5500770416024653
895,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
896,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.22018348623853212,0.23917995444191345,0.15587967183226983,0.11275626423690205,1.0,0.11320754716981132,0.49528301886792453,0.8066037735849056,0.9339622641509434,0.14953271028037385,0.5594533029612756
897,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.006381039197812215,0.004555808656036446,1.0,0.75,0.875,0.875,1.0,0.10256410256410257,0.5029612756264237
898,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.48623853211009177,0.23006833712984054,0.15679124886052873,0.11275626423690205,1.0,0.25,0.47641509433962265,0.8113207547169812,0.9339622641509434,0.3302180685358256,0.5603644646924829
899,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.006381039197812215,0.004555808656036446,1.0,0.75,0.875,0.875,1.0,0.10256410256410257,0.5029612756264237
900,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.24742268041237114,0.17737789203084833,0.1408016443987667,0.10211946050096339,1.0,0.1437125748502994,0.41317365269461076,0.8203592814371258,0.9520958083832335,0.1818181818181818,0.5552131484334875
901,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
902,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.4536082474226804,0.2390745501285347,0.13566289825282632,0.09826589595375723,1.0,0.2634730538922156,0.5568862275449101,0.7904191616766467,0.9161676646706587,0.3333333333333333,0.5500770416024653
903,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 50}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
904,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.22018348623853212,0.23917995444191345,0.15587967183226983,0.11275626423690205,1.0,0.11320754716981132,0.49528301886792453,0.8066037735849056,0.9339622641509434,0.14953271028037385,0.5594533029612756
905,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.006381039197812215,0.004555808656036446,1.0,0.75,0.875,0.875,1.0,0.10256410256410257,0.5029612756264237
906,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.48623853211009177,0.23006833712984054,0.15679124886052873,0.11275626423690205,1.0,0.25,0.47641509433962265,0.8113207547169812,0.9339622641509434,0.3302180685358256,0.5603644646924829
907,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.05504587155963303,0.015945330296127564,0.006381039197812215,0.004555808656036446,1.0,0.75,0.875,0.875,1.0,0.10256410256410257,0.5029612756264237
908,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.24742268041237114,0.17737789203084833,0.1408016443987667,0.10211946050096339,1.0,0.1437125748502994,0.41317365269461076,0.8203592814371258,0.9520958083832335,0.1818181818181818,0.5552131484334875
909,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
910,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.4536082474226804,0.2390745501285347,0.13566289825282632,0.09826589595375723,1.0,0.2634730538922156,0.5568862275449101,0.7904191616766467,0.9161676646706587,0.3333333333333333,0.5500770416024653
911,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 100}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
912,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.14678899082568808,0.1845102505694761,0.15952597994530537,0.11275626423690205,1.0,0.07547169811320754,0.38207547169811323,0.8254716981132075,0.9339622641509434,0.09968847352024922,0.5630979498861047
913,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.01834862385321101,0.01366742596810934,0.006381039197812215,0.003986332574031891,1.0,0.25,0.75,0.875,0.875,0.03418803418803419,0.5029612756264237
914,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.14678899082568808,0.1845102505694761,0.15952597994530537,0.11275626423690205,1.0,0.07547169811320754,0.38207547169811323,0.8254716981132075,0.9339622641509434,0.09968847352024922,0.5630979498861047
915,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.01834862385321101,0.01366742596810934,0.006381039197812215,0.003986332574031891,1.0,0.25,0.75,0.875,0.875,0.03418803418803419,0.5029612756264237
916,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.061855670103092786,0.15424164524421594,0.14388489208633093,0.10211946050096339,1.0,0.03592814371257485,0.3592814371257485,0.8383233532934131,0.9520958083832335,0.04545454545454545,0.5582948125321007
917,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
918,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.061855670103092786,0.15424164524421594,0.14388489208633093,0.10211946050096339,1.0,0.03592814371257485,0.3592814371257485,0.8383233532934131,0.9520958083832335,0.04545454545454545,0.5582948125321007
919,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 5}",1,augmented,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
920,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",0,regular,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.14678899082568808,0.1845102505694761,0.15952597994530537,0.11275626423690205,1.0,0.07547169811320754,0.38207547169811323,0.8254716981132075,0.9339622641509434,0.09968847352024922,0.5630979498861047
921,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",0,regular,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.01834862385321101,0.01366742596810934,0.006381039197812215,0.003986332574031891,1.0,0.25,0.75,0.875,0.875,0.03418803418803419,0.5029612756264237
922,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",0,augmented,sustained_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.09658314350797266,0.14678899082568808,0.1845102505694761,0.15952597994530537,0.11275626423690205,1.0,0.07547169811320754,0.38207547169811323,0.8254716981132075,0.9339622641509434,0.09968847352024922,0.5630979498861047
923,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",0,augmented,firearm_outcome,2010-01-01 00:00:00,2010-12-31 05:49:12,2013-01-01 17:27:36,2015-01-02 05:06:00,0.0036446469248291574,0.01834862385321101,0.01366742596810934,0.006381039197812215,0.003986332574031891,1.0,0.25,0.75,0.875,0.875,0.03418803418803419,0.5029612756264237
924,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",1,regular,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.061855670103092786,0.15424164524421594,0.14388489208633093,0.10211946050096339,1.0,0.03592814371257485,0.3592814371257485,0.8383233532934131,0.9520958083832335,0.04545454545454545,0.5582948125321007
925,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",1,regular,firearm_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.001027221366204417,0.010309278350515464,0.005141388174807198,0.0020554984583761563,0.0012845215157353885,1.0,0.5,1.0,1.0,1.0,0.020202020202020204,0.5012840267077555
926,DecisionTree,[],"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 500, 'min_samples_split': 50}",1,augmented,sustained_outcome,2010-01-01 00:00:00,2011-12-31 11:38:24,2014-01-01 23:16:48,2016-01-02 10:55:12,0.08577298407806883,0.061855670103092786,0.15424164524421594,0.14388489208633093,0.10211946050096339,1.0,0.03592814371257485,0.3592814371257485,0.8383233532934131,0.9520958083832335,0.04545454545454545,0.5582948125321007
